@relation 'butterfly_vs_owl-weka.filters.unsupervised.instance.imagefilter.GaborFilter-DC:\\Users\\trond.tufte\\Desktop\\ImageFilter\\butterfly_vs_owl-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'Gabor Features0' numeric
@attribute 'Gabor Features1' numeric
@attribute 'Gabor Features2' numeric
@attribute 'Gabor Features3' numeric
@attribute 'Gabor Features4' numeric
@attribute 'Gabor Features5' numeric
@attribute 'Gabor Features6' numeric
@attribute 'Gabor Features7' numeric
@attribute 'Gabor Features8' numeric
@attribute 'Gabor Features9' numeric
@attribute 'Gabor Features10' numeric
@attribute 'Gabor Features11' numeric
@attribute 'Gabor Features12' numeric
@attribute 'Gabor Features13' numeric
@attribute 'Gabor Features14' numeric
@attribute 'Gabor Features15' numeric
@attribute 'Gabor Features16' numeric
@attribute 'Gabor Features17' numeric
@attribute 'Gabor Features18' numeric
@attribute 'Gabor Features19' numeric
@attribute 'Gabor Features20' numeric
@attribute 'Gabor Features21' numeric
@attribute 'Gabor Features22' numeric
@attribute 'Gabor Features23' numeric
@attribute 'Gabor Features24' numeric
@attribute 'Gabor Features25' numeric
@attribute 'Gabor Features26' numeric
@attribute 'Gabor Features27' numeric
@attribute 'Gabor Features28' numeric
@attribute 'Gabor Features29' numeric
@attribute 'Gabor Features30' numeric
@attribute 'Gabor Features31' numeric
@attribute 'Gabor Features32' numeric
@attribute 'Gabor Features33' numeric
@attribute 'Gabor Features34' numeric
@attribute 'Gabor Features35' numeric
@attribute 'Gabor Features36' numeric
@attribute 'Gabor Features37' numeric
@attribute 'Gabor Features38' numeric
@attribute 'Gabor Features39' numeric
@attribute 'Gabor Features40' numeric
@attribute 'Gabor Features41' numeric
@attribute 'Gabor Features42' numeric
@attribute 'Gabor Features43' numeric
@attribute 'Gabor Features44' numeric
@attribute 'Gabor Features45' numeric
@attribute 'Gabor Features46' numeric
@attribute 'Gabor Features47' numeric
@attribute 'Gabor Features48' numeric
@attribute 'Gabor Features49' numeric
@attribute 'Gabor Features50' numeric
@attribute 'Gabor Features51' numeric
@attribute 'Gabor Features52' numeric
@attribute 'Gabor Features53' numeric
@attribute 'Gabor Features54' numeric
@attribute 'Gabor Features55' numeric
@attribute 'Gabor Features56' numeric
@attribute 'Gabor Features57' numeric
@attribute 'Gabor Features58' numeric
@attribute 'Gabor Features59' numeric
@attribute class {BUTTERFLY,OWL}

@data
8.008971,0.104964,8.011664,0.104999,8.011664,0.104999,8.008971,0.104964,8.011664,0.104999,8.011664,0.104999,8.276874,0.108475,8.279656,0.108512,8.279656,0.108512,8.276874,0.108475,8.279656,0.108512,8.279656,0.108512,8.269221,0.108375,8.272,0.108411,8.272,0.108411,8.269221,0.108375,8.272,0.108411,8.272,0.108411,8.247536,0.108091,8.250309,0.108127,8.250309,0.108127,8.247536,0.108091,8.250309,0.108127,8.250309,0.108127,8.185893,0.107283,8.188645,0.107319,8.188645,0.107319,8.185893,0.107283,8.188645,0.107319,8.188645,0.107319,OWL
6.245567,0.052264,6.247667,0.052282,6.247667,0.052282,6.245567,0.052264,6.247667,0.052282,6.247667,0.052282,6.454483,0.054012,6.456653,0.05403,6.456653,0.05403,6.454483,0.054012,6.456653,0.05403,6.456653,0.05403,6.448515,0.053962,6.450683,0.05398,6.450683,0.05398,6.448515,0.053962,6.450683,0.05398,6.450683,0.05398,6.431606,0.053821,6.433767,0.053839,6.433767,0.053839,6.431606,0.053821,6.433767,0.053839,6.433767,0.053839,6.383535,0.053419,6.385681,0.053437,6.385681,0.053437,6.383535,0.053419,6.385681,0.053437,6.385681,0.053437,OWL
10.683113,0.075457,10.686705,0.075482,10.686705,0.075482,10.683113,0.075457,10.686705,0.075482,10.686705,0.075482,11.040466,0.077981,11.044177,0.078007,11.044177,0.078007,11.040466,0.077981,11.044177,0.078007,11.044177,0.078007,11.030258,0.077909,11.033966,0.077935,11.033966,0.077935,11.030258,0.077909,11.033966,0.077935,11.033966,0.077935,11.001334,0.077704,11.005032,0.077731,11.005032,0.077731,11.001334,0.077704,11.005032,0.077731,11.005032,0.077731,10.919108,0.077124,10.922779,0.07715,10.922779,0.07715,10.919108,0.077124,10.922779,0.07715,10.922779,0.07715,OWL
8.584341,0.098219,8.587227,0.098252,8.587227,0.098252,8.584341,0.098219,8.587227,0.098252,8.587227,0.098252,8.871489,0.101504,8.874472,0.101538,8.874472,0.101538,8.871489,0.101504,8.874472,0.101538,8.874472,0.101538,8.863287,0.10141,8.866266,0.101444,8.866266,0.101444,8.863287,0.10141,8.866266,0.101444,8.866266,0.101444,8.840045,0.101144,8.843016,0.101178,8.843016,0.101178,8.840045,0.101144,8.843016,0.101178,8.843016,0.101178,8.773973,0.100388,8.776922,0.100422,8.776922,0.100422,8.773973,0.100388,8.776922,0.100422,8.776922,0.100422,OWL
9.993842,0.072132,9.997201,0.072156,9.997201,0.072156,9.993842,0.072132,9.997201,0.072156,9.997201,0.072156,10.328138,0.074544,10.33161,0.074569,10.33161,0.074569,10.328138,0.074544,10.33161,0.074569,10.33161,0.074569,10.318589,0.074476,10.322057,0.074501,10.322057,0.074501,10.318589,0.074476,10.322057,0.074501,10.322057,0.074501,10.291531,0.07428,10.29499,0.074305,10.29499,0.074305,10.291531,0.07428,10.29499,0.074305,10.29499,0.074305,10.21461,0.073725,10.218044,0.07375,10.218044,0.07375,10.21461,0.073725,10.218044,0.07375,10.218044,0.07375,OWL
7.85309,0.075056,7.85573,0.075081,7.85573,0.075081,7.85309,0.075056,7.85573,0.075081,7.85573,0.075081,8.115778,0.077566,8.118506,0.077592,8.118506,0.077592,8.115778,0.077566,8.118506,0.077592,8.118506,0.077592,8.108274,0.077495,8.111,0.077521,8.111,0.077521,8.108274,0.077495,8.111,0.077521,8.111,0.077521,8.087012,0.077291,8.08973,0.077317,8.08973,0.077317,8.087012,0.077291,8.08973,0.077317,8.08973,0.077317,8.026569,0.076714,8.029267,0.07674,8.029267,0.07674,8.026569,0.076714,8.029267,0.07674,8.029267,0.07674,OWL
9.587352,0.088828,9.590575,0.088858,9.590575,0.088858,9.587352,0.088828,9.590575,0.088858,9.590575,0.088858,9.908052,0.0918,9.911382,0.091831,9.911382,0.091831,9.908052,0.0918,9.911382,0.091831,9.911382,0.091831,9.898891,0.091715,9.902218,0.091746,9.902218,0.091746,9.898891,0.091715,9.902218,0.091746,9.902218,0.091746,9.872933,0.091474,9.876252,0.091505,9.876252,0.091505,9.872933,0.091474,9.876252,0.091505,9.876252,0.091505,9.799141,0.090791,9.802435,0.090821,9.802435,0.090821,9.799141,0.090791,9.802435,0.090821,9.802435,0.090821,OWL
5.491736,0.099525,5.493582,0.099558,5.493582,0.099558,5.491736,0.099525,5.493582,0.099558,5.493582,0.099558,5.675436,0.102854,5.677343,0.102888,5.677343,0.102888,5.675436,0.102854,5.677343,0.102888,5.677343,0.102888,5.670188,0.102759,5.672094,0.102793,5.672094,0.102793,5.670188,0.102759,5.672094,0.102793,5.672094,0.102793,5.655319,0.102489,5.65722,0.102524,5.65722,0.102524,5.655319,0.102489,5.65722,0.102524,5.65722,0.102524,5.613051,0.101723,5.614937,0.101757,5.614937,0.101757,5.613051,0.101723,5.614937,0.101757,5.614937,0.101757,OWL
7.76376,0.098038,7.766369,0.09807,7.766369,0.09807,7.76376,0.098038,7.766369,0.09807,7.766369,0.09807,8.023459,0.101317,8.026156,0.101351,8.026156,0.101351,8.023459,0.101317,8.026156,0.101351,8.026156,0.101351,8.016041,0.101223,8.018735,0.101257,8.018735,0.101257,8.016041,0.101223,8.018735,0.101257,8.018735,0.101257,7.99502,0.100958,7.997708,0.100992,7.997708,0.100992,7.99502,0.100958,7.997708,0.100992,7.997708,0.100992,7.935264,0.100203,7.937932,0.100237,7.937932,0.100237,7.935264,0.100203,7.937932,0.100237,7.937932,0.100237,OWL
8.974814,0.087137,8.977831,0.087167,8.977831,0.087167,8.974814,0.087137,8.977831,0.087167,8.977831,0.087167,9.275024,0.090052,9.278142,0.090082,9.278142,0.090082,9.275024,0.090052,9.278142,0.090082,9.278142,0.090082,9.266448,0.089969,9.269563,0.089999,9.269563,0.089999,9.266448,0.089969,9.269563,0.089999,9.269563,0.089999,9.242149,0.089733,9.245256,0.089763,9.245256,0.089763,9.242149,0.089733,9.245256,0.089763,9.245256,0.089763,9.173072,0.089062,9.176155,0.089092,9.176155,0.089092,9.173072,0.089062,9.176155,0.089092,9.176155,0.089092,OWL
11.327358,0.078835,11.331166,0.078862,11.331166,0.078862,11.327358,0.078835,11.331166,0.078862,11.331166,0.078862,11.706261,0.081472,11.710196,0.081499,11.710196,0.081499,11.706261,0.081472,11.710196,0.081499,11.710196,0.081499,11.695437,0.081397,11.699368,0.081424,11.699368,0.081424,11.695437,0.081397,11.699368,0.081424,11.699368,0.081424,11.664768,0.081183,11.668689,0.081211,11.668689,0.081211,11.664768,0.081183,11.668689,0.081211,11.668689,0.081211,11.577584,0.080577,11.581476,0.080604,11.581476,0.080604,11.577584,0.080577,11.581476,0.080604,11.581476,0.080604,OWL
5.402153,0.078217,5.403969,0.078243,5.403969,0.078243,5.402153,0.078217,5.403969,0.078243,5.403969,0.078243,5.582856,0.080833,5.584733,0.080861,5.584733,0.080861,5.582856,0.080833,5.584733,0.080861,5.584733,0.080861,5.577694,0.080759,5.579569,0.080786,5.579569,0.080786,5.577694,0.080759,5.579569,0.080786,5.579569,0.080786,5.563068,0.080547,5.564938,0.080574,5.564938,0.080574,5.563068,0.080547,5.564938,0.080574,5.564938,0.080574,5.521489,0.079945,5.523345,0.079972,5.523345,0.079972,5.521489,0.079945,5.523345,0.079972,5.523345,0.079972,OWL
11.635892,0.101653,11.639803,0.101687,11.639803,0.101687,11.635892,0.101653,11.639803,0.101687,11.639803,0.101687,12.025115,0.105054,12.029157,0.105089,12.029157,0.105089,12.025115,0.105054,12.029157,0.105089,12.029157,0.105089,12.013997,0.104956,12.018035,0.104992,12.018035,0.104992,12.013997,0.104956,12.018035,0.104992,12.018035,0.104992,11.982492,0.104681,11.98652,0.104716,11.98652,0.104716,11.982492,0.104681,11.98652,0.104716,11.98652,0.104716,11.892934,0.103899,11.896931,0.103934,11.896931,0.103934,11.892934,0.103899,11.896931,0.103934,11.896931,0.103934,OWL
5.120216,0.111707,5.121937,0.111744,5.121937,0.111744,5.120216,0.111707,5.121937,0.111744,5.121937,0.111744,5.291489,0.115443,5.293268,0.115482,5.293268,0.115482,5.291489,0.115443,5.293268,0.115482,5.293268,0.115482,5.286596,0.115337,5.288373,0.115375,5.288373,0.115375,5.286596,0.115337,5.288373,0.115375,5.288373,0.115375,5.272733,0.115034,5.274506,0.115073,5.274506,0.115073,5.272733,0.115034,5.274506,0.115073,5.274506,0.115073,5.233324,0.114174,5.235083,0.114213,5.235083,0.114213,5.233324,0.114174,5.235083,0.114213,5.235083,0.114213,OWL
9.231175,0.109912,9.234278,0.109949,9.234278,0.109949,9.231175,0.109912,9.234278,0.109949,9.234278,0.109949,9.53996,0.113588,9.543167,0.113627,9.543167,0.113627,9.53996,0.113588,9.543167,0.113627,9.543167,0.113627,9.531139,0.113483,9.534343,0.113522,9.534343,0.113522,9.531139,0.113483,9.534343,0.113522,9.534343,0.113522,9.506146,0.113186,9.509341,0.113224,9.509341,0.113224,9.506146,0.113186,9.509341,0.113224,9.509341,0.113224,9.435096,0.11234,9.438267,0.112378,9.438267,0.112378,9.435096,0.11234,9.438267,0.112378,9.438267,0.112378,OWL
8.081414,0.067028,8.08413,0.067051,8.08413,0.067051,8.081414,0.067028,8.08413,0.067051,8.08413,0.067051,8.351739,0.06927,8.354546,0.069293,8.354546,0.069293,8.351739,0.06927,8.354546,0.069293,8.354546,0.069293,8.344017,0.069206,8.346821,0.069229,8.346821,0.069229,8.344017,0.069206,8.346821,0.069229,8.346821,0.069229,8.322136,0.069025,8.324934,0.069048,8.324934,0.069048,8.322136,0.069025,8.324934,0.069048,8.324934,0.069048,8.259936,0.068509,8.262712,0.068532,8.262712,0.068532,8.259936,0.068509,8.262712,0.068532,8.262712,0.068532,OWL
7.833656,0.053373,7.836289,0.053391,7.836289,0.053391,7.833656,0.053373,7.836289,0.053391,7.836289,0.053391,8.095694,0.055159,8.098415,0.055177,8.098415,0.055177,8.095694,0.055159,8.098415,0.055177,8.098415,0.055177,8.088209,0.055108,8.090927,0.055126,8.090927,0.055126,8.088209,0.055108,8.090927,0.055126,8.090927,0.055126,8.066999,0.054963,8.069711,0.054982,8.069711,0.054982,8.066999,0.054963,8.069711,0.054982,8.069711,0.054982,8.006705,0.054552,8.009397,0.054571,8.009397,0.054571,8.006705,0.054552,8.009397,0.054571,8.009397,0.054571,OWL
13.397322,0.1145,13.401825,0.114539,13.401825,0.114539,13.397322,0.1145,13.401825,0.114539,13.401825,0.114539,13.845466,0.118331,13.85012,0.11837,13.85012,0.11837,13.845466,0.118331,13.85012,0.11837,13.85012,0.11837,13.832664,0.118221,13.837314,0.118261,13.837314,0.118261,13.832664,0.118221,13.837314,0.118261,13.837314,0.118261,13.796391,0.117911,13.801028,0.117951,13.801028,0.117951,13.796391,0.117911,13.801028,0.117951,13.801028,0.117951,13.693275,0.11703,13.697877,0.117069,13.697877,0.117069,13.693275,0.11703,13.697877,0.117069,13.697877,0.117069,OWL
13.5202,0.098075,13.524745,0.098108,13.524745,0.098108,13.5202,0.098075,13.524745,0.098108,13.524745,0.098108,13.972454,0.101356,13.977151,0.10139,13.977151,0.10139,13.972454,0.101356,13.977151,0.10139,13.977151,0.10139,13.959535,0.101262,13.964228,0.101296,13.964228,0.101296,13.959535,0.101262,13.964228,0.101296,13.964228,0.101296,13.922929,0.100997,13.927609,0.101031,13.927609,0.101031,13.922929,0.100997,13.927609,0.101031,13.927609,0.101031,13.818867,0.100242,13.823513,0.100276,13.823513,0.100276,13.818867,0.100242,13.823513,0.100276,13.823513,0.100276,OWL
10.029402,0.066793,10.032774,0.066815,10.032774,0.066815,10.029402,0.066793,10.032774,0.066815,10.032774,0.066815,10.364888,0.069027,10.368372,0.06905,10.368372,0.06905,10.364888,0.069027,10.368372,0.06905,10.368372,0.06905,10.355305,0.068963,10.358786,0.068986,10.358786,0.068986,10.355305,0.068963,10.358786,0.068986,10.358786,0.068986,10.32815,0.068782,10.331622,0.068805,10.331622,0.068805,10.32815,0.068782,10.331622,0.068805,10.331622,0.068805,10.250956,0.068268,10.254402,0.068291,10.254402,0.068291,10.250956,0.068268,10.254402,0.068291,10.254402,0.068291,OWL
7.252736,0.140677,7.255174,0.140724,7.255174,0.140724,7.252736,0.140677,7.255174,0.140724,7.255174,0.140724,7.495342,0.145382,7.497861,0.145431,7.497861,0.145431,7.495342,0.145382,7.497861,0.145431,7.497861,0.145431,7.488412,0.145248,7.490929,0.145297,7.490929,0.145297,7.488412,0.145248,7.490929,0.145297,7.490929,0.145297,7.468775,0.144867,7.471285,0.144916,7.471285,0.144916,7.468775,0.144867,7.471285,0.144916,7.471285,0.144916,7.412952,0.143784,7.415444,0.143833,7.415444,0.143833,7.412952,0.143784,7.415444,0.143833,7.415444,0.143833,OWL
11.443931,0.099889,11.447778,0.099923,11.447778,0.099923,11.443931,0.099889,11.447778,0.099923,11.447778,0.099923,11.826734,0.103231,11.830709,0.103265,11.830709,0.103265,11.826734,0.103231,11.830709,0.103265,11.830709,0.103265,11.815798,0.103135,11.81977,0.10317,11.81977,0.10317,11.815798,0.103135,11.81977,0.10317,11.81977,0.10317,11.784814,0.102865,11.788776,0.102899,11.788776,0.102899,11.784814,0.102865,11.788776,0.102899,11.788776,0.102899,11.696733,0.102096,11.700665,0.10213,11.700665,0.10213,11.696733,0.102096,11.700665,0.10213,11.700665,0.10213,OWL
